# ---------------------------------- WARNING ----------------------------------------
# The data you have obtained from this automated U.S. Geological Survey database
# have not received Director's approval and as such are provisional and subject to
# revision.  The data are released on the condition that neither the USGS nor the
# United States Government may be held liable for any damages resulting from its use.
# Additional info: http://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2016-03-07 06:41:38 EST       (vaww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 02168504 SALUDA RIVER BELOW LK MURRAY DAM NR COLUMBIA, SC
# -----------------------------------------------------------------------------------
#
# Data provided for site 02168504
#    DD parameter   Description
#    01   00300     Dissolved oxygen, water, unfiltered, milligrams per liter
#    03   00060     Discharge, cubic feet per second
#    04   00065     Gage height, feet
#    05   00010     Temperature, water, degrees Celsius
#    16   00045     Precipitation, total, inches
#
# Data-value qualification codes included in this output: 
#     A  Approved for publication -- Processing and review completed.  
#     P  Provisional data subject to revision.  
# 
agency_cd	site_no	datetime	tz_cd	01_00300	01_00300_cd	03_00060	03_00060_cd	04_00065	04_00065_cd	05_00010	05_00010_cd	16_00045	16_00045_cd
USGS	02168504	2016-01-20 06:45	EST			7020	P	8.63	P			0.00	P
USGS	02168504	2016-01-20 07:00	EST	9.5	P	7030	P	8.64	P	12.2	P	0.00	P
USGS	02168504	2016-01-20 07:15	EST			7030	P	8.64	P			0.00	P
USGS	02168504	2016-01-20 07:30	EST			7030	P	8.64	P			0.00	P
USGS	02168504	2016-01-20 07:45	EST			7030	P	8.64	P			0.00	P
USGS	02168504	2016-01-20 08:00	EST	9.5	P	7030	P	8.64	P	12.2	P	0.00	P
USGS	02168504	2016-01-20 08:15	EST			7030	P	8.64	P			0.00	P
USGS	02168504	2016-01-20 08:30	EST			7030	P	8.64	P			0.00	P
USGS	02168504	2016-01-20 08:45	EST			7030	P	8.64	P			0.00	P
USGS	02168504	2016-01-20 09:00	EST	9.5	P	7030	P	8.64	P	12.2	P	0.00	P
USGS	02168504	2016-01-20 09:15	EST			7030	P	8.64	P			0.00	P
USGS	02168504	2016-01-20 09:30	EST			7030	P	8.64	P			0.00	P
USGS	02168504	2016-01-20 09:45	EST			7060	P	8.66	P				
USGS	02168504	2016-01-20 10:00	EST	9.6	P	7050	P	8.65	P	12.1	P		
USGS	02168504	2016-01-20 10:15	EST			7050	P	8.65	P				
USGS	02168504	2016-01-20 10:30	EST			7060	P	8.66	P				
USGS	02168504	2016-01-20 10:45	EST			6510	P	8.22	P				
USGS	02168504	2016-01-20 11:00	EST	10.0	P	5720	P	7.57	P	12.0	P		
USGS	02168504	2016-01-20 11:15	EST			5260	P	7.23	P			0.00	P
USGS	02168504	2016-01-20 11:30	EST			5930	P	7.75	P			0.00	P
USGS	02168504	2016-01-20 11:45	EST			6370	P	8.11	P			0.00	P
USGS	02168504	2016-01-20 12:00	EST	9.8	P	6570	P	8.27	P	12.2	P	0.00	P
USGS	02168504	2016-01-20 12:15	EST			6680	P	8.36	P			0.00	P
USGS	02168504	2016-01-20 12:30	EST			6760	P	8.42	P			0.00	P
USGS	02168504	2016-01-20 12:45	EST			6790	P	8.45	P			0.00	P
USGS	02168504	2016-01-20 13:00	EST	9.8	P	6830	P	8.48	P	12.2	P	0.00	P
USGS	02168504	2016-01-20 13:15	EST			6840	P	8.49	P			0.00	P
USGS	02168504	2016-01-20 13:30	EST			6840	P	8.49	P			0.00	P
USGS	02168504	2016-01-20 13:45	EST			6880	P	8.52	P			0.00	P
USGS	02168504	2016-01-20 14:00	EST	9.7	P	6880	P	8.52	P	12.1	P	0.00	P
USGS	02168504	2016-01-20 14:15	EST			6880	P	8.52	P			0.00	P
USGS	02168504	2016-01-20 14:30	EST			6880	P	8.52	P			0.00	P
USGS	02168504	2016-01-20 14:45	EST			6880	P	8.52	P			0.00	P
USGS	02168504	2016-01-20 15:00	EST	9.7	P	6890	P	8.53	P	12.1	P	0.00	P
USGS	02168504	2016-01-20 15:15	EST			6890	P	8.53	P			0.00	P
USGS	02168504	2016-01-20 15:30	EST			6890	P	8.53	P			0.00	P
USGS	02168504	2016-01-20 15:45	EST			6910	P	8.54	P			0.00	P
USGS	02168504	2016-01-20 16:00	EST	9.7	P	6890	P	8.53	P	12.1	P	0.00	P
USGS	02168504	2016-01-20 16:15	EST			6890	P	8.53	P			0.00	P
USGS	02168504	2016-01-20 16:30	EST			6910	P	8.54	P			0.00	P
USGS	02168504	2016-01-20 16:45	EST			6910	P	8.54	P			0.00	P
USGS	02168504	2016-01-20 17:00	EST	9.7	P	6890	P	8.53	P	12.1	P	0.00	P
USGS	02168504	2016-01-20 17:15	EST			6910	P	8.54	P			0.00	P
USGS	02168504	2016-01-20 17:30	EST			6910	P	8.54	P			0.00	P
USGS	02168504	2016-01-20 17:45	EST			6910	P	8.54	P			0.00	P
USGS	02168504	2016-01-20 18:00	EST	9.7	P	6910	P	8.54	P	12.1	P	0.00	P
USGS	02168504	2016-01-20 18:15	EST			6890	P	8.53	P			0.00	P
USGS	02168504	2016-01-20 18:30	EST			6910	P	8.54	P			0.00	P
USGS	02168504	2016-01-20 18:45	EST			6910	P	8.54	P			0.00	P
USGS	02168504	2016-01-20 19:00	EST	9.7	P	6910	P	8.54	P	12.1	P	0.00	P
USGS	02168504	2016-01-20 19:15	EST			6910	P	8.54	P			0.00	P
USGS	02168504	2016-01-20 19:30	EST			6910	P	8.54	P			0.00	P
USGS	02168504	2016-01-20 19:45	EST			6910	P	8.54	P			0.00	P
USGS	02168504	2016-01-20 20:00	EST	9.7	P	6910	P	8.54	P	12.1	P	0.00	P
USGS	02168504	2016-01-20 20:15	EST			6910	P	8.54	P			0.00	P
USGS	02168504	2016-01-20 20:30	EST			6890	P	8.53	P			0.00	P
USGS	02168504	2016-01-20 20:45	EST			6890	P	8.53	P			0.00	P
USGS	02168504	2016-01-20 21:00	EST	9.7	P	6890	P	8.53	P	12.1	P	0.00	P
USGS	02168504	2016-01-20 21:15	EST			6890	P	8.53	P			0.00	P
USGS	02168504	2016-01-20 21:30	EST			6890	P	8.53	P			0.00	P
USGS	02168504	2016-01-20 21:45	EST			6890	P	8.53	P			0.00	P
USGS	02168504	2016-01-20 22:00	EST	9.7	P	6890	P	8.53	P	12.1	P	0.00	P
USGS	02168504	2016-01-20 22:15	EST			6880	P	8.52	P			0.00	P
USGS	02168504	2016-01-20 22:30	EST			6880	P	8.52	P			0.00	P
USGS	02168504	2016-01-20 22:45	EST			6880	P	8.52	P			0.00	P
USGS	02168504	2016-01-20 23:00	EST	9.7	P	6880	P	8.52	P	12.1	P	0.00	P
USGS	02168504	2016-01-20 23:15	EST			6880	P	8.52	P			0.00	P
USGS	02168504	2016-01-20 23:30	EST			6870	P	8.51	P			0.00	P
USGS	02168504	2016-01-20 23:45	EST			6880	P	8.52	P			0.00	P
USGS	02168504	2016-01-21 00:00	EST	9.7	P	6880	P	8.52	P	12.1	P	0.00	P
USGS	02168504	2016-01-21 00:15	EST			6870	P	8.51	P			0.00	P
USGS	02168504	2016-01-21 00:30	EST			6880	P	8.52	P			0.00	P
USGS	02168504	2016-01-21 00:45	EST			6880	P	8.52	P			0.00	P
USGS	02168504	2016-01-21 01:00	EST	9.6	P	6870	P	8.51	P	12.1	P	0.00	P
USGS	02168504	2016-01-21 01:15	EST			6880	P	8.52	P			0.00	P
USGS	02168504	2016-01-21 01:30	EST			6880	P	8.52	P			0.00	P
USGS	02168504	2016-01-21 01:45	EST			6870	P	8.51	P			0.00	P
USGS	02168504	2016-01-21 02:00	EST	9.7	P	6870	P	8.51	P	12.1	P	0.00	P
USGS	02168504	2016-01-21 02:15	EST			6880	P	8.52	P			0.00	P
USGS	02168504	2016-01-21 02:30	EST			6870	P	8.51	P			0.00	P
USGS	02168504	2016-01-21 02:45	EST			6880	P	8.52	P			0.00	P
USGS	02168504	2016-01-21 03:00	EST	9.7	P	6870	P	8.51	P	12.1	P	0.00	P
USGS	02168504	2016-01-21 03:15	EST			6870	P	8.51	P			0.00	P
USGS	02168504	2016-01-21 03:30	EST			6870	P	8.51	P			0.00	P
USGS	02168504	2016-01-21 03:45	EST			6880	P	8.52	P			0.00	P
USGS	02168504	2016-01-21 04:00	EST	9.7	P	6870	P	8.51	P	12.1	P	0.00	P
USGS	02168504	2016-01-21 04:15	EST			6870	P	8.51	P			0.00	P
USGS	02168504	2016-01-21 04:30	EST			6860	P	8.50	P			0.00	P
USGS	02168504	2016-01-21 04:45	EST			6880	P	8.52	P			0.00	P
USGS	02168504	2016-01-21 05:00	EST	9.7	P	6870	P	8.51	P	12.0	P	0.00	P
USGS	02168504	2016-01-21 05:15	EST			6870	P	8.51	P			0.00	P
USGS	02168504	2016-01-21 05:30	EST			6860	P	8.50	P			0.00	P
USGS	02168504	2016-01-21 05:45	EST			6860	P	8.50	P			0.00	P
USGS	02168504	2016-01-21 06:00	EST	9.7	P	6860	P	8.50	P	12.0	P	0.00	P
USGS	02168504	2016-01-21 06:15	EST			6870	P	8.51	P			0.00	P
USGS	02168504	2016-01-21 06:30	EST			6860	P	8.50	P			0.00	P
USGS	02168504	2016-01-21 06:45	EST			6860	P	8.50	P			0.00	P
USGS	02168504	2016-01-21 07:00	EST	9.7	P	6860	P	8.50	P	12.0	P	0.00	P
USGS	02168504	2016-01-21 07:15	EST			6860	P	8.50	P			0.00	P
USGS	02168504	2016-01-21 07:30	EST			6860	P	8.50	P			0.00	P
USGS	02168504	2016-01-21 07:45	EST			6860	P	8.50	P			0.00	P
USGS	02168504	2016-01-21 08:00	EST	9.7	P	6860	P	8.50	P	12.0	P	0.00	P
USGS	02168504	2016-01-21 08:15	EST			6860	P	8.50	P			0.00	P
USGS	02168504	2016-01-21 08:30	EST			6870	P	8.51	P			0.00	P
USGS	02168504	2016-01-21 08:45	EST			6860	P	8.50	P			0.00	P
USGS	02168504	2016-01-21 09:00	EST	9.7	P	6860	P	8.50	P	12.0	P	0.00	P
USGS	02168504	2016-01-21 09:15	EST			6860	P	8.50	P			0.00	P
USGS	02168504	2016-01-21 09:30	EST			6860	P	8.50	P			0.00	P
USGS	02168504	2016-01-21 09:45	EST			6860	P	8.50	P			0.00	P
USGS	02168504	2016-01-21 10:00	EST	9.7	P	6840	P	8.49	P	12.0	P	0.00	P
USGS	02168504	2016-01-21 10:15	EST			6870	P	8.51	P			0.00	P
USGS	02168504	2016-01-21 10:30	EST			6860	P	8.50	P			0.00	P
USGS	02168504	2016-01-21 10:45	EST			6840	P	8.49	P			0.00	P
USGS	02168504	2016-01-21 11:00	EST	9.7	P	6840	P	8.49	P	12.0	P	0.00	P
USGS	02168504	2016-01-21 11:15	EST			6860	P	8.50	P			0.00	P
USGS	02168504	2016-01-21 11:30	EST			6860	P	8.50	P			0.00	P
USGS	02168504	2016-01-21 11:45	EST			6860	P	8.50	P			0.00	P
USGS	02168504	2016-01-21 12:00	EST	9.7	P	6860	P	8.50	P	12.0	P	0.00	P
USGS	02168504	2016-01-21 12:15	EST			6860	P	8.50	P			0.00	P
USGS	02168504	2016-01-21 12:30	EST			6270	P	8.03	P			0.00	P
USGS	02168504	2016-01-21 12:45	EST			4210	P	6.41	P			0.00	P
USGS	02168504	2016-01-21 13:00	EST	9.7	P	3040	P	5.43	P	12.1	P	0.00	P
USGS	02168504	2016-01-21 13:15	EST			2310	P	4.77	P			0.00	P
USGS	02168504	2016-01-21 13:30	EST			1800	P	4.31	P			0.00	P
USGS	02168504	2016-01-21 13:45	EST			1480	P	3.97	P			0.00	P
USGS	02168504	2016-01-21 14:00	EST	10.4	P	1280	P	3.73	P	12.3	P	0.00	P
USGS	02168504	2016-01-21 14:15	EST			1150	P	3.56	P			0.00	P
USGS	02168504	2016-01-21 14:30	EST			1070	P	3.44	P			0.00	P
USGS	02168504	2016-01-21 14:45	EST			1010	P	3.35	P			0.00	P
USGS	02168504	2016-01-21 15:00	EST	10.6	P	967	P	3.29	P	12.3	P	0.00	P
USGS	02168504	2016-01-21 15:15	EST			935	P	3.24	P			0.00	P
USGS	02168504	2016-01-21 15:30	EST			910	P	3.20	P			0.00	P
USGS	02168504	2016-01-21 15:45	EST			898	P	3.18	P			0.00	P
USGS	02168504	2016-01-21 16:00	EST	10.6	P	886	P	3.16	P	12.3	P	0.00	P
USGS	02168504	2016-01-21 16:15	EST			880	P	3.15	P			0.00	P
USGS	02168504	2016-01-21 16:30	EST			868	P	3.13	P			0.00	P
USGS	02168504	2016-01-21 16:45	EST			862	P	3.12	P			0.00	P
USGS	02168504	2016-01-21 17:00	EST	10.6	P	862	P	3.12	P	12.2	P	0.00	P
USGS	02168504	2016-01-21 17:15	EST			862	P	3.12	P			0.00	P
USGS	02168504	2016-01-21 17:30	EST			856	P	3.11	P			0.00	P
USGS	02168504	2016-01-21 17:45	EST			856	P	3.11	P			0.00	P
USGS	02168504	2016-01-21 18:00	EST	10.6	P	856	P	3.11	P	12.2	P	0.00	P
USGS	02168504	2016-01-21 18:15	EST			856	P	3.11	P			0.00	P
USGS	02168504	2016-01-21 18:30	EST			856	P	3.11	P			0.00	P
USGS	02168504	2016-01-21 18:45	EST			850	P	3.10	P			0.00	P
USGS	02168504	2016-01-21 19:00	EST	10.6	P	850	P	3.10	P	12.2	P	0.00	P
USGS	02168504	2016-01-21 19:15	EST			850	P	3.10	P			0.00	P
USGS	02168504	2016-01-21 19:30	EST			850	P	3.10	P			0.00	P
USGS	02168504	2016-01-21 19:45	EST			850	P	3.10	P			0.00	P
USGS	02168504	2016-01-21 20:00	EST	10.6	P	850	P	3.10	P	12.2	P	0.00	P
USGS	02168504	2016-01-21 20:15	EST			850	P	3.10	P			0.00	P
USGS	02168504	2016-01-21 20:30	EST			850	P	3.10	P			0.00	P
USGS	02168504	2016-01-21 20:45	EST			850	P	3.10	P			0.00	P
USGS	02168504	2016-01-21 21:00	EST	10.6	P	850	P	3.10	P	12.2	P	0.00	P
USGS	02168504	2016-01-21 21:15	EST			850	P	3.10	P			0.00	P
USGS	02168504	2016-01-21 21:30	EST			850	P	3.10	P			0.00	P
USGS	02168504	2016-01-21 21:45	EST			850	P	3.10	P			0.00	P
USGS	02168504	2016-01-21 22:00	EST	10.6	P	850	P	3.10	P	12.2	P	0.00	P
USGS	02168504	2016-01-21 22:15	EST			850	P	3.10	P			0.00	P
USGS	02168504	2016-01-21 22:30	EST			850	P	3.10	P			0.00	P
USGS	02168504	2016-01-21 22:45	EST			850	P	3.10	P			0.00	P
USGS	02168504	2016-01-21 23:00	EST	10.6	P	850	P	3.10	P	12.1	P	0.01	P
USGS	02168504	2016-01-21 23:15	EST			850	P	3.10	P			0.01	P
USGS	02168504	2016-01-21 23:30	EST			850	P	3.10	P			0.01	P
USGS	02168504	2016-01-21 23:45	EST			850	P	3.10	P			0.01	P
USGS	02168504	2016-01-22 00:00	EST	10.6	P	850	P	3.10	P	12.1	P	0.01	P
USGS	02168504	2016-01-22 00:15	EST			850	P	3.10	P			0.01	P
USGS	02168504	2016-01-22 00:30	EST			850	P	3.10	P			0.00	P
USGS	02168504	2016-01-22 00:45	EST			850	P	3.10	P			0.00	P
USGS	02168504	2016-01-22 01:00	EST	10.6	P	850	P	3.10	P	12.1	P	0.00	P
USGS	02168504	2016-01-22 01:15	EST			850	P	3.10	P			0.00	P
USGS	02168504	2016-01-22 01:30	EST			850	P	3.10	P			0.00	P
USGS	02168504	2016-01-22 01:45	EST			850	P	3.10	P			0.01	P
USGS	02168504	2016-01-22 02:00	EST	10.6	P	850	P	3.10	P	12.1	P	0.00	P
USGS	02168504	2016-01-22 02:15	EST			850	P	3.10	P			0.00	P
USGS	02168504	2016-01-22 02:30	EST			850	P	3.10	P			0.01	P
USGS	02168504	2016-01-22 02:45	EST			850	P	3.10	P			0.02	P
USGS	02168504	2016-01-22 03:00	EST	10.6	P	850	P	3.10	P	12.1	P	0.03	P
USGS	02168504	2016-01-22 03:15	EST			850	P	3.10	P			0.02	P
USGS	02168504	2016-01-22 03:30	EST			850	P	3.10	P			0.02	P
USGS	02168504	2016-01-22 03:45	EST			850	P	3.10	P			0.04	P
USGS	02168504	2016-01-22 04:00	EST	10.6	P	850	P	3.10	P	12.1	P	0.02	P
USGS	02168504	2016-01-22 04:15	EST			850	P	3.10	P			0.01	P
USGS	02168504	2016-01-22 04:30	EST			850	P	3.10	P			0.02	P
USGS	02168504	2016-01-22 04:45	EST			850	P	3.10	P			0.01	P
USGS	02168504	2016-01-22 05:00	EST	10.5	P	850	P	3.10	P	12.1	P	0.01	P
USGS	02168504	2016-01-22 05:15	EST			850	P	3.10	P			0.01	P
USGS	02168504	2016-01-22 05:30	EST			850	P	3.10	P			0.01	P
USGS	02168504	2016-01-22 05:45	EST			850	P	3.10	P			0.00	P
USGS	02168504	2016-01-22 06:00	EST	10.5	P	850	P	3.10	P	12.1	P	0.01	P
USGS	02168504	2016-01-22 06:15	EST			850	P	3.10	P			0.00	P
USGS	02168504	2016-01-22 06:30	EST			850	P	3.10	P			0.00	P
USGS	02168504	2016-01-22 06:45	EST			850	P	3.10	P			0.00	P
USGS	02168504	2016-01-22 07:00	EST	10.5	P	850	P	3.10	P	12.0	P	0.00	P
USGS	02168504	2016-01-22 07:15	EST			850	P	3.10	P			0.01	P
USGS	02168504	2016-01-22 07:30	EST			827	P	3.06	P			0.01	P
USGS	02168504	2016-01-22 07:45	EST			804	P	3.02	P			0.00	P
USGS	02168504	2016-01-22 08:00	EST	10.5	P	776	P	2.97	P	12.0	P	0.00	P
USGS	02168504	2016-01-22 08:15	EST			765	P	2.95	P			0.00	P
USGS	02168504	2016-01-22 08:30	EST			754	P	2.93	P			0.01	P
USGS	02168504	2016-01-22 08:45	EST			743	P	2.91	P			0.00	P
USGS	02168504	2016-01-22 09:00	EST	10.8	P	738	P	2.90	P	12.1	P	0.04	P
USGS	02168504	2016-01-22 09:15	EST			738	P	2.90	P			0.07	P
USGS	02168504	2016-01-22 09:30	EST			733	P	2.89	P			0.03	P
USGS	02168504	2016-01-22 09:45	EST			733	P	2.89	P			0.00	P
USGS	02168504	2016-01-22 10:00	EST	10.8	P	733	P	2.89	P	12.1	P	0.00	P
USGS	02168504	2016-01-22 10:15	EST			733	P	2.89	P			0.00	P
USGS	02168504	2016-01-22 10:30	EST			727	P	2.88	P			0.00	P
USGS	02168504	2016-01-22 10:45	EST			717	P	2.86	P			0.00	P
USGS	02168504	2016-01-22 11:00	EST	10.8	P	717	P	2.86	P	12.1	P	0.00	P
USGS	02168504	2016-01-22 11:15	EST			706	P	2.84	P			0.00	P
USGS	02168504	2016-01-22 11:30	EST			706	P	2.84	P			0.00	P
USGS	02168504	2016-01-22 11:45	EST			701	P	2.83	P			0.00	P
USGS	02168504	2016-01-22 12:00	EST	10.9	P	701	P	2.83	P	12.1	P	0.00	P
USGS	02168504	2016-01-22 12:15	EST			701	P	2.83	P			0.00	P
USGS	02168504	2016-01-22 12:30	EST			701	P	2.83	P			0.00	P
USGS	02168504	2016-01-22 12:45	EST			691	P	2.81	P			0.00	P
USGS	02168504	2016-01-22 13:00	EST	10.9	P	691	P	2.81	P	12.1	P	0.00	P
USGS	02168504	2016-01-22 13:15	EST			686	P	2.80	P			0.00	P
USGS	02168504	2016-01-22 13:30	EST			686	P	2.80	P			0.00	P
USGS	02168504	2016-01-22 13:45	EST			686	P	2.80	P			0.01	P
USGS	02168504	2016-01-22 14:00	EST	10.8	P	686	P	2.80	P	12.1	P	0.00	P
USGS	02168504	2016-01-22 14:15	EST			686	P	2.80	P			0.00	P
USGS	02168504	2016-01-22 14:30	EST			686	P	2.80	P			0.00	P
USGS	02168504	2016-01-22 14:45	EST			686	P	2.80	P			0.01	P
USGS	02168504	2016-01-22 15:00	EST	10.8	P	686	P	2.80	P	12.1	P	0.02	P
USGS	02168504	2016-01-22 15:15	EST			686	P	2.80	P			0.01	P
USGS	02168504	2016-01-22 15:30	EST			686	P	2.80	P			0.00	P
USGS	02168504	2016-01-22 15:45	EST			686	P	2.80	P			0.05	P
USGS	02168504	2016-01-22 16:00	EST	10.8	P	686	P	2.80	P	12.0	P	0.05	P
USGS	02168504	2016-01-22 16:15	EST			686	P	2.80	P			0.00	P
USGS	02168504	2016-01-22 16:30	EST			686	P	2.80	P			0.01	P
USGS	02168504	2016-01-22 16:45	EST			686	P	2.80	P			0.06	P
USGS	02168504	2016-01-22 17:00	EST	10.8	P	686	P	2.80	P	12.0	P	0.01	P
USGS	02168504	2016-01-22 17:15	EST			686	P	2.80	P			0.00	P
USGS	02168504	2016-01-22 17:30	EST			686	P	2.80	P			0.00	P
USGS	02168504	2016-01-22 17:45	EST			686	P	2.80	P			0.00	P
USGS	02168504	2016-01-22 18:00	EST	10.8	P	686	P	2.80	P	12.0	P	0.00	P
USGS	02168504	2016-01-22 18:15	EST			686	P	2.80	P			0.00	P
USGS	02168504	2016-01-22 18:30	EST			686	P	2.80	P			0.00	P
USGS	02168504	2016-01-22 18:45	EST			686	P	2.80	P			0.00	P
USGS	02168504	2016-01-22 19:00	EST	10.8	P	686	P	2.80	P	12.0	P	0.00	P
USGS	02168504	2016-01-22 19:15	EST			686	P	2.80	P			0.00	P
USGS	02168504	2016-01-22 19:30	EST			686	P	2.80	P			0.00	P
USGS	02168504	2016-01-22 19:45	EST			686	P	2.80	P			0.00	P
USGS	02168504	2016-01-22 20:00	EST	10.8	P	686	P	2.80	P	12.0	P	0.00	P
USGS	02168504	2016-01-22 20:15	EST			686	P	2.80	P			0.01	P
USGS	02168504	2016-01-22 20:30	EST			686	P	2.80	P			0.00	P
USGS	02168504	2016-01-22 20:45	EST			686	P	2.80	P			0.00	P
USGS	02168504	2016-01-22 21:00	EST	10.8	P	686	P	2.80	P	12.0	P	0.00	P
USGS	02168504	2016-01-22 21:15	EST			686	P	2.80	P			0.00	P
USGS	02168504	2016-01-22 21:30	EST			686	P	2.80	P			0.00	P
USGS	02168504	2016-01-22 21:45	EST			686	P	2.80	P			0.00	P
USGS	02168504	2016-01-22 22:00	EST	10.8	P	686	P	2.80	P	12.0	P	0.00	P
USGS	02168504	2016-01-22 22:15	EST			686	P	2.80	P			0.00	P
USGS	02168504	2016-01-22 22:30	EST			686	P	2.80	P			0.00	P
USGS	02168504	2016-01-22 22:45	EST			686	P	2.80	P			0.00	P
USGS	02168504	2016-01-22 23:00	EST	10.8	P	686	P	2.80	P	12.0	P	0.00	P
USGS	02168504	2016-01-22 23:15	EST			686	P	2.80	P			0.00	P
USGS	02168504	2016-01-22 23:30	EST			686	P	2.80	P			0.00	P
USGS	02168504	2016-01-22 23:45	EST			686	P	2.80	P			0.01	P
USGS	02168504	2016-01-23 00:00	EST	10.8	P	686	P	2.80	P	12.0	P	0.00	P
USGS	02168504	2016-01-23 00:15	EST			686	P	2.80	P			0.00	P
USGS	02168504	2016-01-23 00:30	EST			686	P	2.80	P			0.00	P
USGS	02168504	2016-01-23 00:45	EST			686	P	2.80	P			0.00	P
USGS	02168504	2016-01-23 01:00	EST	10.8	P	686	P	2.80	P	12.0	P	0.00	P
USGS	02168504	2016-01-23 01:15	EST			686	P	2.80	P			0.00	P
USGS	02168504	2016-01-23 01:30	EST			686	P	2.80	P			0.00	P
USGS	02168504	2016-01-23 01:45	EST			686	P	2.80	P			0.00	P
USGS	02168504	2016-01-23 02:00	EST	10.8	P	686	P	2.80	P	12.0	P	0.00	P
USGS	02168504	2016-01-23 02:15	EST			686	P	2.80	P			0.00	P
USGS	02168504	2016-01-23 02:30	EST			686	P	2.80	P			0.00	P
USGS	02168504	2016-01-23 02:45	EST			686	P	2.80	P			0.00	P
USGS	02168504	2016-01-23 03:00	EST	10.8	P	686	P	2.80	P	12.0	P	0.00	P
USGS	02168504	2016-01-23 03:15	EST			686	P	2.80	P			0.00	P
USGS	02168504	2016-01-23 03:30	EST			686	P	2.80	P			0.00	P
USGS	02168504	2016-01-23 03:45	EST			686	P	2.80	P			0.00	P
USGS	02168504	2016-01-23 04:00	EST	10.8	P	686	P	2.80	P	12.0	P	0.00	P
USGS	02168504	2016-01-23 04:15	EST			686	P	2.80	P			0.00	P
USGS	02168504	2016-01-23 04:30	EST			686	P	2.80	P			0.00	P
USGS	02168504	2016-01-23 04:45	EST			686	P	2.80	P			0.00	P
USGS	02168504	2016-01-23 05:00	EST	10.8	P	686	P	2.80	P	12.0	P	0.00	P
USGS	02168504	2016-01-23 05:15	EST			686	P	2.80	P			0.00	P
USGS	02168504	2016-01-23 05:30	EST			686	P	2.80	P			0.00	P
USGS	02168504	2016-01-23 05:45	EST			686	P	2.80	P			0.00	P
USGS	02168504	2016-01-23 06:00	EST	10.8	P	686	P	2.80	P	12.0	P	0.00	P
USGS	02168504	2016-01-23 06:15	EST			686	P	2.80	P			0.00	P
USGS	02168504	2016-01-23 06:30	EST			686	P	2.80	P			0.00	P
USGS	02168504	2016-01-23 06:45	EST			686	P	2.80	P			0.00	P
USGS	02168504	2016-01-23 07:00	EST	10.8	P	686	P	2.80	P	12.0	P	0.00	P
USGS	02168504	2016-01-23 07:15	EST			686	P	2.80	P			0.00	P
USGS	02168504	2016-01-23 07:30	EST			686	P	2.80	P			0.00	P
USGS	02168504	2016-01-23 07:45	EST			686	P	2.80	P			0.00	P
USGS	02168504	2016-01-23 08:00	EST	10.8	P	681	P	2.79	P	11.9	P	0.00	P
USGS	02168504	2016-01-23 08:15	EST			681	P	2.79	P			0.00	P
USGS	02168504	2016-01-23 08:30	EST			681	P	2.79	P			0.00	P
USGS	02168504	2016-01-23 08:45	EST			681	P	2.79	P			0.00	P
USGS	02168504	2016-01-23 09:00	EST	10.8	P	681	P	2.79	P	12.0	P	0.00	P
USGS	02168504	2016-01-23 09:15	EST			681	P	2.79	P			0.00	P
USGS	02168504	2016-01-23 09:30	EST			681	P	2.79	P			0.00	P
USGS	02168504	2016-01-23 09:45	EST			681	P	2.79	P			0.00	P
USGS	02168504	2016-01-23 10:00	EST	10.9	P	681	P	2.79	P	12.1	P	0.00	P
USGS	02168504	2016-01-23 10:15	EST			681	P	2.79	P			0.00	P
USGS	02168504	2016-01-23 10:30	EST			681	P	2.79	P			0.00	P
USGS	02168504	2016-01-23 10:45	EST			681	P	2.79	P			0.00	P
USGS	02168504	2016-01-23 11:00	EST	10.9	P	681	P	2.79	P	12.1	P	0.00	P
USGS	02168504	2016-01-23 11:15	EST			681	P	2.79	P			0.00	P
USGS	02168504	2016-01-23 11:30	EST			681	P	2.79	P			0.00	P
USGS	02168504	2016-01-23 11:45	EST			681	P	2.79	P			0.00	P
USGS	02168504	2016-01-23 12:00	EST	10.9	P	681	P	2.79	P	12.2	P	0.00	P
USGS	02168504	2016-01-23 12:15	EST			681	P	2.79	P			0.00	P
USGS	02168504	2016-01-23 12:30	EST			681	P	2.79	P			0.00	P
USGS	02168504	2016-01-23 12:45	EST			676	P	2.78	P			0.00	P
USGS	02168504	2016-01-23 13:00	EST	10.9	P	676	P	2.78	P	12.2	P	0.00	P
USGS	02168504	2016-01-23 13:15	EST			676	P	2.78	P			0.00	P
USGS	02168504	2016-01-23 13:30	EST			676	P	2.78	P			0.00	P
USGS	02168504	2016-01-23 13:45	EST			676	P	2.78	P			0.00	P
USGS	02168504	2016-01-23 14:00	EST	11.0	P	676	P	2.78	P	12.1	P	0.00	P
USGS	02168504	2016-01-23 14:15	EST			671	P	2.77	P			0.00	P
USGS	02168504	2016-01-23 14:30	EST			671	P	2.77	P			0.00	P
USGS	02168504	2016-01-23 14:45	EST			676	P	2.78	P			0.00	P
USGS	02168504	2016-01-23 15:00	EST	11.0	P	676	P	2.78	P	12.1	P	0.00	P
USGS	02168504	2016-01-23 15:15	EST			671	P	2.77	P			0.00	P
