# ---------------------------------- WARNING ----------------------------------------
# The data you have obtained from this automated U.S. Geological Survey database
# have not received Director's approval and as such are provisional and subject to
# revision.  The data are released on the condition that neither the USGS nor the
# United States Government may be held liable for any damages resulting from its use.
# Additional info: http://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2016-03-07 06:38:53 EST       (vaww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 02169000 SALUDA RIVER NEAR COLUMBIA, SC
# -----------------------------------------------------------------------------------
#
# Data provided for site 02169000
#    DD parameter   Description
#    01   00060     Discharge, cubic feet per second
#    02   00065     Gage height, feet
#    03   00300     Dissolved oxygen, water, unfiltered, milligrams per liter
#    04   00010     Temperature, water, degrees Celsius
#    23   00095     Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius
#
# Data-value qualification codes included in this output: 
#     P  Provisional data subject to revision.  
# 
agency_cd	site_no	datetime	tz_cd	01_00060	01_00060_cd	02_00065	02_00065_cd	03_00300	03_00300_cd	04_00010	04_00010_cd	23_00095	23_00095_cd
USGS	02169000	2016-01-10 20:00	EST	4870	P	4.49	P	9.0	P	13.9	P	66	P
USGS	02169000	2016-01-10 20:15	EST	4820	P	4.47	P	9.0	P	13.8	P	66	P
USGS	02169000	2016-01-10 20:30	EST	4790	P	4.46	P	9.0	P	13.8	P	66	P
USGS	02169000	2016-01-10 20:45	EST	4760	P	4.45	P	9.0	P	13.8	P	66	P
USGS	02169000	2016-01-10 21:00	EST	4730	P	4.44	P	9.0	P	13.8	P	66	P
USGS	02169000	2016-01-10 21:15	EST	4710	P	4.43	P	9.0	P	13.7	P	66	P
USGS	02169000	2016-01-10 21:30	EST	4650	P	4.41	P	9.1	P	13.7	P	66	P
USGS	02169000	2016-01-10 21:45	EST	4650	P	4.41	P	9.1	P	13.7	P	66	P
USGS	02169000	2016-01-10 22:00	EST	4630	P	4.40	P	9.1	P	13.6	P	66	P
USGS	02169000	2016-01-10 22:15	EST	4650	P	4.41	P	9.1	P	13.6	P	66	P
USGS	02169000	2016-01-10 22:30	EST	4570	P	4.38	P	9.1	P	13.6	P	66	P
USGS	02169000	2016-01-10 22:45	EST	4600	P	4.39	P	9.1	P	13.6	P	66	P
USGS	02169000	2016-01-10 23:00	EST	4630	P	4.40	P	9.1	P	13.5	P	66	P
USGS	02169000	2016-01-10 23:15	EST	4570	P	4.38	P	9.1	P	13.5	P	66	P
USGS	02169000	2016-01-10 23:30	EST	4570	P	4.38	P	9.1	P	13.5	P	66	P
USGS	02169000	2016-01-10 23:45	EST	4550	P	4.37	P	9.1	P	13.5	P	66	P
USGS	02169000	2016-01-11 00:00	EST	4550	P	4.37	P	9.1	P	13.5	P	66	P
USGS	02169000	2016-01-11 00:15	EST	4550	P	4.37	P	9.1	P	13.5	P	66	P
USGS	02169000	2016-01-11 00:30	EST	4570	P	4.38	P	9.1	P	13.5	P	66	P
USGS	02169000	2016-01-11 00:45	EST	4550	P	4.37	P	9.1	P	13.5	P	66	P
USGS	02169000	2016-01-11 01:00	EST	4570	P	4.38	P	9.1	P	13.4	P	66	P
USGS	02169000	2016-01-11 01:15	EST	4550	P	4.37	P	9.1	P	13.4	P	66	P
USGS	02169000	2016-01-11 01:30	EST	4570	P	4.38	P	9.1	P	13.4	P	66	P
USGS	02169000	2016-01-11 01:45	EST	4570	P	4.38	P	9.1	P	13.4	P	66	P
USGS	02169000	2016-01-11 02:00	EST	4550	P	4.37	P	9.1	P	13.4	P	66	P
USGS	02169000	2016-01-11 02:15	EST	4570	P	4.38	P	9.2	P	13.4	P	66	P
USGS	02169000	2016-01-11 02:30	EST	4550	P	4.37	P	9.1	P	13.4	P	66	P
USGS	02169000	2016-01-11 02:45	EST	4550	P	4.37	P	9.1	P	13.4	P	66	P
USGS	02169000	2016-01-11 03:00	EST	4550	P	4.37	P	9.2	P	13.4	P	66	P
USGS	02169000	2016-01-11 03:15	EST	4570	P	4.38	P	9.2	P	13.4	P	66	P
USGS	02169000	2016-01-11 03:30	EST	4550	P	4.37	P	9.2	P	13.4	P	66	P
USGS	02169000	2016-01-11 03:45	EST	4550	P	4.37	P	9.2	P	13.4	P	65	P
USGS	02169000	2016-01-11 04:00	EST	4550	P	4.37	P	9.2	P	13.4	P	65	P
USGS	02169000	2016-01-11 04:15	EST	4550	P	4.37	P	9.2	P	13.4	P	65	P
USGS	02169000	2016-01-11 04:30	EST	4520	P	4.36	P	9.2	P	13.3	P	65	P
USGS	02169000	2016-01-11 04:45	EST	4550	P	4.37	P	9.2	P	13.3	P	65	P
USGS	02169000	2016-01-11 05:00	EST	4520	P	4.36	P	9.2	P	13.3	P	65	P
USGS	02169000	2016-01-11 05:15	EST	4440	P	4.33	P	9.2	P	13.3	P	65	P
USGS	02169000	2016-01-11 05:30	EST	4390	P	4.31	P	9.2	P	13.3	P	65	P
USGS	02169000	2016-01-11 05:45	EST	4280	P	4.27	P	9.2	P	13.3	P	65	P
USGS	02169000	2016-01-11 06:00	EST	4180	P	4.23	P	9.2	P	13.3	P	65	P
USGS	02169000	2016-01-11 06:15	EST	4060	P	4.18	P	9.2	P	13.2	P	65	P
USGS	02169000	2016-01-11 06:30	EST	3980	P	4.15	P	9.2	P	13.2	P	65	P
USGS	02169000	2016-01-11 06:45	EST	3880	P	4.11	P	9.2	P	13.2	P	65	P
USGS	02169000	2016-01-11 07:00	EST	3780	P	4.07	P	9.2	P	13.2	P	65	P
USGS	02169000	2016-01-11 07:15	EST	3680	P	4.03	P	9.2	P	13.2	P	65	P
USGS	02169000	2016-01-11 07:30	EST	3600	P	4.00	P	9.2	P	13.2	P	65	P
USGS	02169000	2016-01-11 07:45	EST	3530	P	3.97	P	9.2	P	13.2	P	65	P
USGS	02169000	2016-01-11 08:00	EST	3450	P	3.94	P	9.2	P	13.2	P	65	P
USGS	02169000	2016-01-11 08:15	EST	3400	P	3.92	P	9.2	P	13.2	P	65	P
USGS	02169000	2016-01-11 08:30	EST	3430	P	3.93	P	9.2	P	13.1	P	65	P
USGS	02169000	2016-01-11 08:45	EST	3480	P	3.95	P	9.3	P	13.1	P	65	P
USGS	02169000	2016-01-11 09:00	EST	3630	P	4.01	P	9.3	P	13.1	P	65	P
USGS	02169000	2016-01-11 09:15	EST	3810	P	4.08	P	9.3	P	13.1	P	65	P
USGS	02169000	2016-01-11 09:30	EST	3980	P	4.15	P	9.3	P	13.1	P	65	P
USGS	02169000	2016-01-11 09:45	EST	4130	P	4.21	P	9.3	P	13.1	P	65	P
USGS	02169000	2016-01-11 10:00	EST	4360	P	4.30	P	9.3	P	13.1	P	65	P
USGS	02169000	2016-01-11 10:15	EST	4650	P	4.41	P	9.3	P	13.2	P	65	P
USGS	02169000	2016-01-11 10:30	EST	5010	P	4.54	P	9.3	P	13.2	P	65	P
USGS	02169000	2016-01-11 10:45	EST	5410	P	4.68	P	9.4	P	13.2	P	65	P
USGS	02169000	2016-01-11 11:00	EST	5760	P	4.80	P	9.4	P	13.2	P	65	P
USGS	02169000	2016-01-11 11:15	EST	6030	P	4.89	P	9.4	P	13.2	P	65	P
USGS	02169000	2016-01-11 11:30	EST	6300	P	4.98	P	9.5	P	13.3	P	65	P
USGS	02169000	2016-01-11 11:45	EST	6490	P	5.04	P	9.5	P	13.3	P	65	P
USGS	02169000	2016-01-11 12:00	EST	6650	P	5.09	P	9.5	P	13.4	P	64	P
USGS	02169000	2016-01-11 12:15	EST	6750	P	5.12	P	9.6	P	13.5	P	64	P
USGS	02169000	2016-01-11 12:30	EST	6780	P	5.13	P	9.5	P	13.6	P	64	P
USGS	02169000	2016-01-11 12:45	EST	6910	P	5.17	P	9.5	P	13.6	P	64	P
USGS	02169000	2016-01-11 13:00	EST	6940	P	5.18	P	9.5	P	13.7	P	64	P
USGS	02169000	2016-01-11 13:15	EST	7010	P	5.20	P	9.5	P	13.7	P	64	P
USGS	02169000	2016-01-11 13:30	EST	7010	P	5.20	P	9.5	P	13.7	P	63	P
USGS	02169000	2016-01-11 13:45	EST	7070	P	5.22	P	9.4	P	13.8	P	63	P
USGS	02169000	2016-01-11 14:00	EST	7110	P	5.23	P	9.4	P	13.8	P	63	P
USGS	02169000	2016-01-11 14:15	EST	7070	P	5.22	P	9.4	P	13.8	P	63	P
USGS	02169000	2016-01-11 14:30	EST	7040	P	5.21	P	9.4	P	13.8	P	63	P
USGS	02169000	2016-01-11 14:45	EST	7140	P	5.24	P	9.4	P	13.8	P	63	P
USGS	02169000	2016-01-11 15:00	EST	7170	P	5.25	P	9.4	P	13.8	P	63	P
USGS	02169000	2016-01-11 15:15	EST	7140	P	5.24	P	9.4	P	13.8	P	63	P
USGS	02169000	2016-01-11 15:30	EST	7140	P	5.24	P	9.3	P	13.8	P	63	P
USGS	02169000	2016-01-11 15:45	EST	7170	P	5.25	P	9.3	P	13.8	P	63	P
USGS	02169000	2016-01-11 16:00	EST	7140	P	5.24	P	9.3	P	13.8	P	63	P
USGS	02169000	2016-01-11 16:15	EST	7110	P	5.23	P	9.3	P	13.7	P	63	P
USGS	02169000	2016-01-11 16:30	EST	7110	P	5.23	P	9.3	P	13.7	P	63	P
USGS	02169000	2016-01-11 16:45	EST	7210	P	5.26	P	9.3	P	13.7	P	63	P
USGS	02169000	2016-01-11 17:00	EST	7170	P	5.25	P	9.3	P	13.7	P	63	P
USGS	02169000	2016-01-11 17:15	EST	7170	P	5.25	P	9.3	P	13.6	P	63	P
USGS	02169000	2016-01-11 17:30	EST	7140	P	5.24	P	9.3	P	13.6	P	63	P
USGS	02169000	2016-01-11 17:45	EST	7140	P	5.24	P	9.3	P	13.6	P	63	P
USGS	02169000	2016-01-11 18:00	EST	7170	P	5.25	P	9.3	P	13.6	P	63	P
USGS	02169000	2016-01-11 18:15	EST	7210	P	5.26	P	9.3	P	13.6	P	63	P
USGS	02169000	2016-01-11 18:30	EST	7170	P	5.25	P	9.3	P	13.5	P	63	P
USGS	02169000	2016-01-11 18:45	EST	7210	P	5.26	P	9.2	P	13.5	P	63	P
USGS	02169000	2016-01-11 19:00	EST	7170	P	5.25	P	9.2	P	13.5	P	63	P
USGS	02169000	2016-01-11 19:15	EST	7170	P	5.25	P	9.2	P	13.4	P	63	P
USGS	02169000	2016-01-11 19:30	EST	7170	P	5.25	P	9.2	P	13.4	P	63	P
USGS	02169000	2016-01-11 19:45	EST	7140	P	5.24	P	9.2	P	13.4	P	63	P
USGS	02169000	2016-01-11 20:00	EST	7170	P	5.25	P	9.2	P	13.4	P	63	P
USGS	02169000	2016-01-11 20:15	EST	7140	P	5.24	P	9.2	P	13.4	P	63	P
USGS	02169000	2016-01-11 20:30	EST	7140	P	5.24	P	9.2	P	13.3	P	63	P
USGS	02169000	2016-01-11 20:45	EST	7140	P	5.24	P	9.2	P	13.3	P	63	P
USGS	02169000	2016-01-11 21:00	EST	7170	P	5.25	P	9.2	P	13.3	P	63	P
USGS	02169000	2016-01-11 21:15	EST	7140	P	5.24	P	9.2	P	13.3	P	63	P
USGS	02169000	2016-01-11 21:30	EST	7170	P	5.25	P	9.2	P	13.3	P	63	P
USGS	02169000	2016-01-11 21:45	EST	7140	P	5.24	P	9.2	P	13.2	P	63	P
USGS	02169000	2016-01-11 22:00	EST	7070	P	5.22	P	9.2	P	13.2	P	63	P
USGS	02169000	2016-01-11 22:15	EST	7110	P	5.23	P	9.2	P	13.2	P	63	P
USGS	02169000	2016-01-11 22:30	EST	7170	P	5.25	P	9.2	P	13.2	P	63	P
USGS	02169000	2016-01-11 22:45	EST	7140	P	5.24	P	9.2	P	13.2	P	63	P
USGS	02169000	2016-01-11 23:00	EST	7140	P	5.24	P	9.2	P	13.2	P	63	P
USGS	02169000	2016-01-11 23:15	EST	7170	P	5.25	P	9.2	P	13.2	P	63	P
USGS	02169000	2016-01-11 23:30	EST	7110	P	5.23	P	9.2	P	13.2	P	63	P
USGS	02169000	2016-01-11 23:45	EST	7140	P	5.24	P	9.2	P	13.2	P	63	P
USGS	02169000	2016-01-12 00:00	EST	7140	P	5.24	P	9.2	P	13.2	P	63	P
USGS	02169000	2016-01-12 00:15	EST	7140	P	5.24	P	9.2	P	13.2	P	63	P
USGS	02169000	2016-01-12 00:30	EST	7140	P	5.24	P	9.2	P	13.2	P	63	P
USGS	02169000	2016-01-12 00:45	EST	7140	P	5.24	P	9.2	P	13.2	P	63	P
USGS	02169000	2016-01-12 01:00	EST	7040	P	5.21	P	9.2	P	13.2	P	63	P
USGS	02169000	2016-01-12 01:15	EST	7110	P	5.23	P	9.2	P	13.2	P	63	P
USGS	02169000	2016-01-12 01:30	EST	7110	P	5.23	P	9.2	P	13.2	P	63	P
USGS	02169000	2016-01-12 01:45	EST	7140	P	5.24	P	9.2	P	13.2	P	63	P
USGS	02169000	2016-01-12 02:00	EST	7140	P	5.24	P	9.2	P	13.1	P	63	P
USGS	02169000	2016-01-12 02:15	EST	7040	P	5.21	P	9.2	P	13.1	P	63	P
USGS	02169000	2016-01-12 02:30	EST	7170	P	5.25	P	9.2	P	13.1	P	63	P
USGS	02169000	2016-01-12 02:45	EST	7110	P	5.23	P	9.2	P	13.1	P	63	P
USGS	02169000	2016-01-12 03:00	EST	7140	P	5.24	P	9.2	P	13.1	P	63	P
USGS	02169000	2016-01-12 03:15	EST	7140	P	5.24	P	9.2	P	13.1	P	63	P
USGS	02169000	2016-01-12 03:30	EST	7070	P	5.22	P	9.2	P	13.1	P	63	P
USGS	02169000	2016-01-12 03:45	EST	7110	P	5.23	P	9.2	P	13.1	P	63	P
USGS	02169000	2016-01-12 04:00	EST	7110	P	5.23	P	9.2	P	13.1	P	63	P
USGS	02169000	2016-01-12 04:15	EST	7070	P	5.22	P	9.2	P	13.1	P	63	P
USGS	02169000	2016-01-12 04:30	EST	7110	P	5.23	P	9.2	P	13.1	P	63	P
USGS	02169000	2016-01-12 04:45	EST	7140	P	5.24	P	9.2	P	13.1	P	63	P
USGS	02169000	2016-01-12 05:00	EST	7140	P	5.24	P	9.2	P	13.1	P	63	P
USGS	02169000	2016-01-12 05:15	EST	7140	P	5.24	P	9.2	P	13.1	P	63	P
USGS	02169000	2016-01-12 05:30	EST	7140	P	5.24	P	9.2	P	13.1	P	63	P
USGS	02169000	2016-01-12 05:45	EST	7140	P	5.24	P	9.2	P	13.1	P	63	P
USGS	02169000	2016-01-12 06:00	EST	7070	P	5.22	P	9.2	P	13.1	P	63	P
USGS	02169000	2016-01-12 06:15	EST	7110	P	5.23	P	9.2	P	13.1	P	63	P
USGS	02169000	2016-01-12 06:30	EST	7140	P	5.24	P	9.2	P	13.1	P	63	P
USGS	02169000	2016-01-12 06:45	EST	7110	P	5.23	P	9.2	P	13.1	P	63	P
USGS	02169000	2016-01-12 07:00	EST	7140	P	5.24	P	9.2	P	13.1	P	63	P
USGS	02169000	2016-01-12 07:15	EST	7110	P	5.23	P	9.2	P	13.1	P	63	P
USGS	02169000	2016-01-12 07:30	EST	7170	P	5.25	P	9.2	P	13.1	P	63	P
USGS	02169000	2016-01-12 07:45	EST	7070	P	5.22	P	9.2	P	13.1	P	63	P
USGS	02169000	2016-01-12 08:00	EST	7110	P	5.23	P	9.2	P	13.1	P	63	P
USGS	02169000	2016-01-12 08:15	EST	7140	P	5.24	P	9.2	P	13.1	P	63	P
USGS	02169000	2016-01-12 08:30	EST	7140	P	5.24	P	9.2	P	13.1	P	63	P
USGS	02169000	2016-01-12 08:45	EST	7110	P	5.23	P	9.2	P	13.1	P	62	P
USGS	02169000	2016-01-12 09:00	EST	7140	P	5.24	P	9.2	P	13.1	P	62	P
USGS	02169000	2016-01-12 09:15	EST	7140	P	5.24	P	9.3	P	13.1	P	62	P
USGS	02169000	2016-01-12 09:30	EST	7140	P	5.24	P	9.3	P	13.2	P	62	P
USGS	02169000	2016-01-12 09:45	EST	7140	P	5.24	P	9.3	P	13.2	P	62	P
USGS	02169000	2016-01-12 10:00	EST	7110	P	5.23	P	9.3	P	13.2	P	62	P
USGS	02169000	2016-01-12 10:15	EST	7110	P	5.23	P	9.3	P	13.2	P	62	P
USGS	02169000	2016-01-12 10:30	EST	7170	P	5.25	P	9.3	P	13.2	P	62	P
USGS	02169000	2016-01-12 10:45	EST	7170	P	5.25	P	9.3	P	13.3	P	62	P
USGS	02169000	2016-01-12 11:00	EST	7170	P	5.25	P	9.3	P	13.3	P	62	P
USGS	02169000	2016-01-12 11:15	EST	7170	P	5.25	P	9.3	P	13.3	P	62	P
USGS	02169000	2016-01-12 11:30	EST	7170	P	5.25	P	9.3	P	13.4	P	62	P
USGS	02169000	2016-01-12 11:45	EST	7110	P	5.23	P	9.3	P	13.4	P	62	P
USGS	02169000	2016-01-12 12:00	EST	7140	P	5.24	P	9.3	P	13.4	P	62	P
USGS	02169000	2016-01-12 12:15	EST	7170	P	5.25	P	9.4	P	13.4	P	62	P
USGS	02169000	2016-01-12 12:30	EST	7070	P	5.22	P	9.4	P	13.5	P	62	P
USGS	02169000	2016-01-12 12:45	EST	7110	P	5.23	P	9.4	P	13.5	P	62	P
USGS	02169000	2016-01-12 13:00	EST	7170	P	5.25	P	9.4	P	13.5	P	62	P
USGS	02169000	2016-01-12 13:15	EST	7210	P	5.26	P	9.4	P	13.6	P	62	P
USGS	02169000	2016-01-12 13:30	EST	7170	P	5.25	P	9.4	P	13.6	P	62	P
USGS	02169000	2016-01-12 13:45	EST	7070	P	5.22	P	9.4	P	13.6	P	62	P
USGS	02169000	2016-01-12 14:00	EST	7210	P	5.26	P	9.4	P	13.6	P	62	P
USGS	02169000	2016-01-12 14:15	EST	7110	P	5.23	P	9.4	P	13.6	P	62	P
USGS	02169000	2016-01-12 14:30	EST	7170	P	5.25	P	9.4	P	13.6	P	62	P
USGS	02169000	2016-01-12 14:45	EST	7140	P	5.24	P	9.4	P	13.7	P	62	P
USGS	02169000	2016-01-12 15:00	EST	7140	P	5.24	P	9.4	P	13.7	P	62	P
USGS	02169000	2016-01-12 15:15	EST	7110	P	5.23	P	9.4	P	13.7	P	62	P
USGS	02169000	2016-01-12 15:30	EST	7070	P	5.22	P	9.4	P	13.7	P	62	P
USGS	02169000	2016-01-12 15:45	EST	7110	P	5.23	P	9.4	P	13.7	P	62	P
USGS	02169000	2016-01-12 16:00	EST	7110	P	5.23	P	9.4	P	13.6	P	62	P
USGS	02169000	2016-01-12 16:15	EST	7110	P	5.23	P	9.4	P	13.6	P	62	P
USGS	02169000	2016-01-12 16:30	EST	7070	P	5.22	P	9.4	P	13.6	P	62	P
USGS	02169000	2016-01-12 16:45	EST	7070	P	5.22	P	9.3	P	13.6	P	62	P
USGS	02169000	2016-01-12 17:00	EST	7110	P	5.23	P	9.3	P	13.6	P	62	P
USGS	02169000	2016-01-12 17:15	EST	7110	P	5.23	P	9.3	P	13.5	P	62	P
USGS	02169000	2016-01-12 17:30	EST	7070	P	5.22	P	9.3	P	13.5	P	62	P
USGS	02169000	2016-01-12 17:45	EST	7140	P	5.24	P	9.3	P	13.5	P	62	P
USGS	02169000	2016-01-12 18:00	EST	7040	P	5.21	P	9.3	P	13.5	P	62	P
USGS	02169000	2016-01-12 18:15	EST	7040	P	5.21	P	9.3	P	13.4	P	62	P
USGS	02169000	2016-01-12 18:30	EST	7110	P	5.23	P	9.3	P	13.4	P	62	P
USGS	02169000	2016-01-12 18:45	EST	7110	P	5.23	P	9.3	P	13.4	P	62	P
USGS	02169000	2016-01-12 19:00	EST	7070	P	5.22	P	9.3	P	13.4	P	62	P
USGS	02169000	2016-01-12 19:15	EST	7040	P	5.21	P	9.3	P	13.3	P	62	P
USGS	02169000	2016-01-12 19:30	EST	7140	P	5.24	P	9.3	P	13.3	P	62	P
USGS	02169000	2016-01-12 19:45	EST	7070	P	5.22	P	9.3	P	13.3	P	62	P
USGS	02169000	2016-01-12 20:00	EST	7040	P	5.21	P	9.3	P	13.3	P	62	P
USGS	02169000	2016-01-12 20:15	EST	7010	P	5.20	P	9.3	P	13.3	P	62	P
USGS	02169000	2016-01-12 20:30	EST	7070	P	5.22	P	9.3	P	13.2	P	62	P
USGS	02169000	2016-01-12 20:45	EST	7040	P	5.21	P	9.3	P	13.2	P	62	P
USGS	02169000	2016-01-12 21:00	EST	7040	P	5.21	P	9.3	P	13.2	P	62	P
USGS	02169000	2016-01-12 21:15	EST	7040	P	5.21	P	9.3	P	13.2	P	62	P
USGS	02169000	2016-01-12 21:30	EST	7110	P	5.23	P	9.3	P	13.2	P	62	P
USGS	02169000	2016-01-12 21:45	EST	7040	P	5.21	P	9.3	P	13.2	P	62	P
USGS	02169000	2016-01-12 22:00	EST	7040	P	5.21	P	9.3	P	13.2	P	62	P
USGS	02169000	2016-01-12 22:15	EST	7010	P	5.20	P	9.3	P	13.2	P	62	P
USGS	02169000	2016-01-12 22:30	EST	7070	P	5.22	P	9.3	P	13.1	P	62	P
USGS	02169000	2016-01-12 22:45	EST	7040	P	5.21	P	9.3	P	13.1	P	62	P
USGS	02169000	2016-01-12 23:00	EST	7070	P	5.22	P	9.3	P	13.1	P	62	P
USGS	02169000	2016-01-12 23:15	EST	7040	P	5.21	P	9.3	P	13.1	P	62	P
USGS	02169000	2016-01-12 23:30	EST	7110	P	5.23	P	9.3	P	13.1	P	62	P
USGS	02169000	2016-01-12 23:45	EST	7070	P	5.22	P	9.3	P	13.1	P	63	P
USGS	02169000	2016-01-13 00:00	EST	7040	P	5.21	P	9.3	P	13.1	P	63	P
USGS	02169000	2016-01-13 00:15	EST	7040	P	5.21	P	9.3	P	13.1	P	63	P
USGS	02169000	2016-01-13 00:30	EST	7040	P	5.21	P	9.3	P	13.1	P	63	P
USGS	02169000	2016-01-13 00:45	EST	7040	P	5.21	P	9.3	P	13.1	P	63	P
USGS	02169000	2016-01-13 01:00	EST	7070	P	5.22	P	9.3	P	13.1	P	63	P
USGS	02169000	2016-01-13 01:15	EST	7040	P	5.21	P	9.3	P	13.1	P	63	P
USGS	02169000	2016-01-13 01:30	EST	7040	P	5.21	P	9.3	P	13.1	P	63	P
USGS	02169000	2016-01-13 01:45	EST	7040	P	5.21	P	9.3	P	13.1	P	63	P
USGS	02169000	2016-01-13 02:00	EST	7110	P	5.23	P	9.3	P	13.1	P	63	P
USGS	02169000	2016-01-13 02:15	EST	7010	P	5.20	P	9.3	P	13.1	P	63	P
USGS	02169000	2016-01-13 02:30	EST	7040	P	5.21	P	9.3	P	13.1	P	63	P
USGS	02169000	2016-01-13 02:45	EST	7040	P	5.21	P	9.3	P	13.1	P	63	P
USGS	02169000	2016-01-13 03:00	EST	7040	P	5.21	P	9.3	P	13.1	P	63	P
USGS	02169000	2016-01-13 03:15	EST	7040	P	5.21	P	9.3	P	13.1	P	63	P
USGS	02169000	2016-01-13 03:30	EST	7070	P	5.22	P	9.3	P	13.1	P	63	P
USGS	02169000	2016-01-13 03:45	EST	7040	P	5.21	P	9.4	P	13.1	P	63	P
USGS	02169000	2016-01-13 04:00	EST	7070	P	5.22	P	9.3	P	13.1	P	63	P
USGS	02169000	2016-01-13 04:15	EST	7070	P	5.22	P	9.4	P	13.1	P	63	P
USGS	02169000	2016-01-13 04:30	EST	7010	P	5.20	P	9.4	P	13.1	P	63	P
USGS	02169000	2016-01-13 04:45	EST	7010	P	5.20	P	9.4	P	13.1	P	63	P
USGS	02169000	2016-01-13 05:00	EST	7040	P	5.21	P	9.4	P	13.1	P	63	P
USGS	02169000	2016-01-13 05:15	EST	7070	P	5.22	P	9.4	P	13.1	P	63	P
USGS	02169000	2016-01-13 05:30	EST	7010	P	5.20	P	9.4	P	13.0	P	63	P
USGS	02169000	2016-01-13 05:45	EST	7040	P	5.21	P	9.3	P	13.0	P	63	P
USGS	02169000	2016-01-13 06:00	EST	7010	P	5.20	P	9.4	P	13.0	P	63	P
USGS	02169000	2016-01-13 06:15	EST	7040	P	5.21	P	9.4	P	13.0	P	63	P
USGS	02169000	2016-01-13 06:30	EST	7040	P	5.21	P	9.4	P	13.0	P	63	P
USGS	02169000	2016-01-13 06:45	EST	7040	P	5.21	P	9.4	P	13.0	P	63	P
USGS	02169000	2016-01-13 07:00	EST	7040	P	5.21	P	9.4	P	13.0	P	63	P
USGS	02169000	2016-01-13 07:15	EST	7070	P	5.22	P	9.4	P	12.9	P	63	P
USGS	02169000	2016-01-13 07:30	EST	7040	P	5.21	P	9.4	P	12.9	P	63	P
USGS	02169000	2016-01-13 07:45	EST	7040	P	5.21	P	9.4	P	12.9	P	63	P
USGS	02169000	2016-01-13 08:00	EST	7110	P	5.23	P	9.4	P	12.9	P	63	P
USGS	02169000	2016-01-13 08:15	EST	7110	P	5.23	P	9.4	P	12.9	P	63	P
USGS	02169000	2016-01-13 08:30	EST	7010	P	5.20	P	9.4	P	12.9	P	63	P
USGS	02169000	2016-01-13 08:45	EST	7070	P	5.22	P	9.4	P	12.9	P	63	P
USGS	02169000	2016-01-13 09:00	EST	7070	P	5.22	P	9.5	P	12.9	P	63	P
USGS	02169000	2016-01-13 09:15	EST	7070	P	5.22	P	9.5	P	12.9	P	63	P
USGS	02169000	2016-01-13 09:30	EST	7040	P	5.21	P	9.5	P	12.9	P	63	P
USGS	02169000	2016-01-13 09:45	EST	7040	P	5.21	P	9.5	P	13.0	P	63	P
USGS	02169000	2016-01-13 10:00	EST	7070	P	5.22	P	9.5	P	13.0	P	63	P
USGS	02169000	2016-01-13 10:15	EST	7040	P	5.21	P	9.5	P	13.0	P	63	P
USGS	02169000	2016-01-13 10:30	EST	7040	P	5.21	P	9.5	P	13.0	P	63	P
USGS	02169000	2016-01-13 10:45	EST	7070	P	5.22	P	9.5	P	13.0	P	63	P
USGS	02169000	2016-01-13 11:00	EST	7070	P	5.22	P	9.5	P	13.1	P	63	P
USGS	02169000	2016-01-13 11:15	EST	7040	P	5.21	P	9.5	P	13.1	P	63	P
USGS	02169000	2016-01-13 11:30	EST	7110	P	5.23	P	9.6	P	13.1	P	63	P
USGS	02169000	2016-01-13 11:45	EST	7110	P	5.23	P	9.6	P	13.2	P	63	P
USGS	02169000	2016-01-13 12:00	EST	7170	P	5.25	P	9.6	P	13.2	P	63	P
USGS	02169000	2016-01-13 12:15	EST	7140	P	5.24	P	9.6	P	13.2	P	63	P
USGS	02169000	2016-01-13 12:30	EST	7210	P	5.26	P	9.6	P	13.3	P	63	P
USGS	02169000	2016-01-13 12:45	EST	7240	P	5.27	P	9.6	P	13.3	P	63	P
USGS	02169000	2016-01-13 13:00	EST	7310	P	5.29	P	9.6	P	13.3	P	63	P
USGS	02169000	2016-01-13 13:15	EST	7270	P	5.28	P	9.6	P	13.4	P	63	P
USGS	02169000	2016-01-13 13:30	EST	7340	P	5.30	P	9.6	P	13.4	P	63	P
USGS	02169000	2016-01-13 13:45	EST	7340	P	5.30	P	9.6	P	13.4	P	63	P
USGS	02169000	2016-01-13 14:00	EST	7340	P	5.30	P	9.6	P	13.5	P	63	P
USGS	02169000	2016-01-13 14:15	EST	7370	P	5.31	P	9.6	P	13.5	P	63	P
USGS	02169000	2016-01-13 14:30	EST	7370	P	5.31	P	9.6	P	13.5	P	63	P
USGS	02169000	2016-01-13 14:45	EST	7410	P	5.32	P	9.6	P	13.5	P	63	P
USGS	02169000	2016-01-13 15:00	EST	7370	P	5.31	P	9.6	P	13.5	P	63	P
USGS	02169000	2016-01-13 15:15	EST	7310	P	5.29	P	9.6	P	13.5	P	63	P
USGS	02169000	2016-01-13 15:30	EST	7340	P	5.30	P	9.6	P	13.5	P	63	P
USGS	02169000	2016-01-13 15:45	EST	7370	P	5.31	P	9.6	P	13.5	P	63	P
